BASIN,WELLNAME,LATITUDE,LONGITUDE
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Gulf Coast,KRUSE UNIT 1 ,29.03,-97.85
Gulf Coast,KOTARA-JANYSEK 2 ,29.01,-97.9
Gulf Coast,GORDON 2 ,28.63367,-97.98417
Gulf Coast,TURNER 1 ,28.5922,-98.03431
Gulf Coast,J POLSON 1 ,28.744,-97.909
Gulf Coast,E ROLF 1 ,28.74268,-97.91818
Gulf Coast,C STRAWN 1 ,28.75091,-97.85789
Gulf Coast,A GORDON 2,28.63367,-97.98417
Gulf Coast,A OLSON 1 ,28.62789,-97.97527
Gulf Coast,A G OLSON 1 ,28.62789,-97.97527
Gulf Coast,E P BENHAM 1 ,28.59438,-98.04769
Gulf Coast,J A LEPPARD 1 ,28.59738,-98.03858
Gulf Coast, J A LEPPARD 1,28.59738,-98.03858
Gulf Coast,S E TURNER 2 ,28.58799,-98.02733
Gulf Coast,HAY 1,29.05946,-97.48491
Gulf Coast,Y CISNEROS 1 ,29.03111,-97.87505
Gulf Coast,A DUGIE 2 ,29.01768,-97.89504
Gulf Coast,KRUSE 1 ,29.024,-97.852
Gulf Coast,T YANTA 1 ,29.03323,-97.84553
Gulf Coast,C WISHERT 1 ,29.03026,-97.85048
Gulf Coast,C WISHERT 1 ,29.03026,-97.85048
Gulf Coast,C KAINER 2 ,29.02573,-97.88933
Gulf Coast,L URBANCZYK 1,28.99384,-97.90978
Gulf Coast,O D PERSON 5 ,29.02081,-97.8696
Gulf Coast,BEN PAWLEK 4,29.00317,-97.90035
Gulf Coast,G. W. CURRER 1 ,28.59157,-98.02156
Gulf Coast,SHELL- J. M. RUHMAN 1 ,28.67861,-97.92843
Gulf Coast,RUCKMAN 1 ,28.67154,-97.93422
Gulf Coast,SCHULTZ 1 ,28.6641,-97.93038
Gulf Coast,EMMA TARRT 1 ,28.80577,-98.1793
Gulf Coast,W T HURT 3R ,28.78004,-98.20839
Gulf Coast,W T HURT 2U ,28.78719,-98.20549
Gulf Coast,W T HURT 1U ,28.79161,-98.19903
Gulf Coast,E S KOCHLER (KOEHLER) 1U ,28.81172,-98.16739
Gulf Coast,O H PFEIL 2 ,28.87749,-98.59244
Gulf Coast,SPJST LODGE 1,28.8699,-98.62401
Gulf Coast,SPJST LODGE 2,28.8727,-98.62354
Gulf Coast,J SANDEEN 1 & 2 ,28.87347,-98.60544
Gulf Coast,MOURSUND UNIT 2 ,28.74815,-98.30694
Gulf Coast,J T EPPRIGHT 1,28.86992,-98.70732
Gulf Coast,E J PRUITT 36 ,28.8668,-98.72825
Gulf Coast,E J PRUITT 8 ,28.86248,-98.73281
Gulf Coast,E J PRUITT 7 ,28.86236,-98.73564
Gulf Coast,DUREN AND RICHTER 5,28.89876,-98.47067
Gulf Coast, DUREN & RICHTER 2 ,28.88651,-98.47384
Gulf Coast,L M GUBBELS 1,28.60427,-98.50297
Gulf Coast,CHARLIE POLLOK,28.98575,-97.92336
Gulf Coast,T LABUS,29.04933,-97.86826
Gulf Coast,C W RZEPPA,28.98227,-97.9338
Gulf Coast,HENDERSON ET AL. 1-L,28.82186,-98.16241
Gulf Coast,HURT ET AL. A1,28.7812,-98.18794
Gulf Coast,HURT ET AL. #5,28.78233,-98.20189
Gulf Coast,E TARTT ET AL. #9,28.78233,-98.20189
Gulf Coast,ROLF 5,28.74653,-97.92961
Gulf Coast,A WERNLI 1 ,28.74324,-97.92559
Gulf Coast,BURCHERS-H-G 1,29.17289,-97.54256
Gulf Coast,J C WALLACE 4,28.87108,-98.63213
Gulf Coast,O LIEKE 1,28.8291,-98.15989
Gulf Coast,WIATREK 1,29.08171,-97.75041
Gulf Coast,BROCKMAN 1,29.02356,-97.89322
Gulf Coast,F W BOYD 2,29.03352,-97.83872
Gulf Coast,WEST RANCH 477,28.80268,-96.60121
Gulf Coast,WEST RANCH 288,28.77503,-96.59697
Gulf Coast,WEST RANCH 110,28.79567,-96.60783
Gulf Coast,LOCKHART BANK UNIT 1 NO. 2,29.4078,-95.25392
Gulf Coast,TRAYLOR 8 L,28.69571,-96.5222
Gulf Coast,W.L. TRAYLOR D6,28.70215,-96.52103
Gulf Coast,W.L. TRAYLOR 2,28.71437,-96.49184
Gulf Coast,M.M. BROOKING 1,28.68697,-96.52949
Gulf Coast,SPENCER 4,29.06535,-95.83379
Gulf Coast, SUPERIOR SUGAR VALLEY S. THOMASSON 2,29.06833,-95.85243
Gulf Coast, SUPERIOR SUGAR VALLEY S. THOMASSON 1 LT,29.0663,-95.85497
Gulf Coast, SUPERIOR SUGAR VALLEY W.J. CULBERTSON A 3,29.0601,-95.83508
Gulf Coast, SUPERIOR SUGAR VALLEY S. THOMASSON 3,29.06893,-95.85717
Gulf Coast, COASTAL TIDEHAVEN ELMA AYERS,28.88637,-96.1941
Gulf Coast,PANTHER REEF 116-1 AL,28.22981,-96.72549
Gulf Coast, SUPERIOR ALVIN S L.B. MCGINNES OU1-3,29.40781,-95.25298
Gulf Coast, ANSCHUTZ DANBURY SW H.L. PETERSON 1,29.21399,-95.37238
Gulf Coast, GEN CRUDE PLEASANT BAYOU PLEASANT BAYOU 2,29.2576,-95.22905
Gulf Coast, MOBIL MARTIN RANCH FEE 4,29.22816,-95.16132
Gulf Coast, MOBIL MARTIN RANCH FEE 1,29.22054,-95.16761
Gulf Coast, UNION TX ROWAN N E.L. SUMMERS 1,29.36648,-95.28483
Gulf Coast,HOUSTON FARMS DEVELOPMENT 3,29.30347,-95.22769
Gulf Coast,S K EAST B-36,27.24045,-97.67345
Gulf Coast,J.G.KENNEDY JR. J-6,27.16405,-97.71243
Gulf Coast, EXXON S K EAST B-21,27.25678,-97.679
Gulf Coast,S K EAST 93,26.98275,-97.84475
Gulf Coast,Orchards Unit 9 #1,29.36528,-95.14534
Gulf Coast,Orchards Unit 6 #1,29.35862,-95.14422
Gulf Coast, GETTY PANTHER REEF ST 125-1,28.28195,-96.70737
Gulf Coast, EXXON RED FISH REEF GALVESTON BAY ST A-120,29.52779,-94.85073
Gulf Coast, EXXON RED FISH REEF GALVESTON BAY ST A-124,29.53333,-94.84524
Gulf Coast, SUPERIOR ALGOA COOPER B-1,29.41662,-95.17619
Gulf Coast, SUPERIOR ALGOA WINTON 1,29.41144,-95.18159
Gulf Coast, HUNT ALTA LOMA F. GHINAUDO 1,29.36488,-95.05151
Gulf Coast, HUNT ALTA LOMA GREEN 2,29.35844,-95.06567
Gulf Coast, HUNT ALTA LOMA SAYKO 2,29.35616,-95.09691
Gulf Coast, HUNT ALTA LOMA W TACQUARD 1,29.3671,-95.09468
Gulf Coast, SUPERIOR HASTINGS SE EASTHAM JOCKU SONN U1,29.465,-95.20778
Gulf Coast, SUPERIOR HIGH ISLAND 14 L-5,29.54,-93.805
Gulf Coast, COASTAL HILDEBRANDT BAYOU RUBYE PRR U1,29.91,-94.11
Gulf Coast, EXXON CANDELARIA C.M. ARMSTRONG 60,26.94878,-97.84316
Gulf Coast, EXXON CANDELARIA C.M. ARMSTRONG 58F,26.9435,-97.83989
Gulf Coast, EXXON CANDELARIA C.M. ARMSTRONG 57D,26.93892,-97.84201
Gulf Coast, EXXON RITA S K EAST 58D,26.98083,-97.90373
Gulf Coast, EXXON RITA SE S K EAST 93,26.98275,-97.84475
Gulf Coast, EXXON SARITA 32 F,27.26504,-97.71429
Gulf Coast, EXXON SARITA 123 F,27.26178,-97.71571
Gulf Coast, EXXON SARITA E B-24,27.25086,-97.66799
Gulf Coast, EXXON ALAZAN N 354,27.45098,-97.60113
Gulf Coast, CITCO MAY S HUBERT 23,27.30933,-97.73382
Gulf Coast, CITCO MAY S MITTAG 1,27.3125,-97.7489
Gulf Coast, SUPERIOR SUGAR VALLEY S. THOMASSON 1 UT,29.0663,-95.85497
Gulf Coast, SUPERIOR SUGAR VALLEY W.J. CULBERTSON A3,29.0601,-95.83508
Gulf Coast, SUPERIOR SUGAR VALLEY W.J. CULBERTSON A4,29.06185,-95.83745
Gulf Coast, CITCO CORPUS CHANNEL NW ST 15-3 LT,27.83799,-97.26741
Gulf Coast,CORPUS CHANNEL NW ST 15-3 UT,27.83799,-97.26741
Gulf Coast, CITCO CORPUS CHANNEL NW ST 14-2,27.85518,-97.27988
Gulf Coast, ANDOVER CORPUS CHRISTI W P.W. KELLY 1,27.76211,-97.49273
Gulf Coast," FT WORTH O&G, CORPUS UPTOWN, H. MANGE D1",27.79073,-97.42261
Gulf Coast," FT WORTH O&G, CORPUS  UP, WILSON TRUST B1",27.7974,-97.41435
Gulf Coast," CITCO, ENCINAL CHANNEL, ST 49-4 LT",27.76771,-97.28638
Gulf Coast," MOBIL, MOBIL-DAVID, W.F.L. LEHMAN 1 LT",27.64568,-97.5059
Gulf Coast," READING & BATES, MIDWAY S, E.D.A. CRITES 1L",27.91375,-97.36685
Gulf Coast," J.L. HAMON, MIDWAY E, HUNT 1",27.93056,-97.30382
Gulf Coast,GUERRA 10,26.5517,-98.21879
Gulf Coast,A. GUERRA 1 U,26.53686,-98.23448
Gulf Coast,GUERRA 19,26.54655,-98.24872
Gulf Coast,"A GUERRA, JR 1",26.67609,-98.38507
Gulf Coast,GATEWOOD-NEWBURY,26.02234,-97.30017
Gulf Coast,YTURRIA 45,26.56754,-97.72975
Gulf Coast,YTURRIA 46,26.56457,-97.73184
Gulf Coast,YTURRIA 27H,26.56813,-97.7251
Gulf Coast,F I JOHNSON 12,26.44378,-98.32035
Gulf Coast,HAMMAN B-6,26.4475,-98.28325
Gulf Coast,HAMMAN B-9F,26.44739,-98.28983
Gulf Coast,F I JOHNSON 51D,26.45548,-98.32122
Gulf Coast,SANTA FE RANCH MULA PASTURE 39,26.70512,-97.95369
Gulf Coast,SANTA FE RANCH MULA PASTURE 18,26.70094,-97.94598
Gulf Coast,SANTA FE RANCH MULA PASTURE 22,26.69371,-97.94856
Gulf Coast,STILLMAN 3,26.69674,-97.94185
Gulf Coast,SARITA 193F,27.25516,-97.71566
Gulf Coast,KING RANCH ALAZAN 420 F,27.38385,-97.5724
Gulf Coast,KING RANCH ALAZAN 115F,27.81978,-98.54215
Gulf Coast,KING RANCH ALAZAN 417,27.47074,-97.61052
Gulf Coast,KING RANCH ALAZAN 396,27.46976,-97.62428
Gulf Coast,HENDERSON & PICKERING #14,28.69212,-96.81362
Gulf Coast,M S WELDER #G-5,28.75542,-96.96263
Gulf Coast,VENDENBERGE & HILL #10,28.72051,-96.78781
Gulf Coast,A E NELSON #4,28.00191,-97.42969
Gulf Coast,WRIGHT TRUST #1,27.75844,-97.69523
Gulf Coast,CALHOUN FARMS #2,28.75349,-97.046
Gulf Coast,O'CONNOR #79,28.42717,-97.06818
Gulf Coast,LAMBERT #95,28.34076,-97.18651
Gulf Coast,ROBERTS #1,28.50266,-97.41417
Gulf Coast,McCANN #38,27.58477,-97.58685
Gulf Coast,McCANN #10,27.58689,-97.60415
Gulf Coast,WILBECK #1-A,29.23985,-96.20866
Gulf Coast,VINEYARD B #4A,29.25475,-96.03658
Gulf Coast,McDERMOND #2,29.99697,-94.38357
Gulf Coast,BURREL #1,29.90557,-94.09022
Gulf Coast,WALTER CO C #1,29.97672,-94.3015
Gulf Coast,HIRSCH ESTATE #4B,29.94734,-94.51296
Gulf Coast,C K BOYT ESTATE #1,29.92734,-94.48618
Gulf Coast,PINCHBACK #3,30.05958,-94.17849
Gulf Coast,SAM NUSSBAUM #1,29.60653,-95.29375
Gulf Coast,TRUITT & GREVIER #8,29.06198,-95.82923
Gulf Coast,J F GRANT #11-J,29.06383,-95.86112
Gulf Coast,EXXON WEST FEE C A/C  #85,29.61626,-95.10791
Gulf Coast,EXXON W PROD CO A/C #29,29.58351,-95.18274
Gulf Coast,EXXON FISHERS REEF TRACT #2,29.66199,-94.79072
Gulf Coast,Portilla 4L,28.07876,-97.44581
Gulf Coast,Portilla 4U,28.07876,-97.44581
Gulf Coast,Portilla 9U,28.08629,-97.44166
Gulf Coast,Portilla 10L,28.07758,-97.44808
Gulf Coast,Portilla 12U,28.08645,-97.44588
Gulf Coast,Portilla 15L,28.08113,-97.43977
Gulf Coast,Portilla 27L,28.0803,-97.44584
Gulf Coast,Portilla 27U,28.0803,-97.44584
Gulf Coast,Portilla 49L,28.08121,-97.44786
Gulf Coast,Portilla 49U,28.08121,-97.44786
Gulf Coast,Portilla 50,28.08481,-97.44788
Gulf Coast,Portilla 67L,28.0803,-97.44584
Gulf Coast,Portilla 67U,28.0803,-97.44584
Gulf Coast,Portilla 68,28.07311,-97.4477
Gulf Coast,Portilla 70,28.07972,-97.44677
Gulf Coast,Portilla 74,28.0845,-97.45201
Gulf Coast,C M ARMSTRONG 14,26.95319,-97.83682
Gulf Coast,C M ARMSTRONG 13C,26.94653,-97.84713
Gulf Coast,C M ARMSTRONG 87,26.9469,-97.83719
Gulf Coast,C M ARMSTRONG 47,26.9412,-97.83869
Gulf Coast,C M ARMSTRONG 57,26.93892,-97.84201
Gulf Coast,GUERRA 7,26.54636,-98.22234
Gulf Coast,GUERRA A GU 2,26.56639,-98.20093
Gulf Coast,GUERRA 10,26.5517,-98.21879
Gulf Coast,GUERRA A 3,26.57637,-98.19446
Gulf Coast,CHRISTIAN WOODS 33,26.6095,-98.3251
Gulf Coast,CHRISTIAN WOODS 34,26.61697,-98.31951
Gulf Coast,MCALLEN A.A. A-2,26.64658,-98.31655
Gulf Coast,CHRISTIAN WOODS 35,26.67176,-98.31137
Gulf Coast,MCALLEN A.A. 49,26.59632,-98.29838
Gulf Coast,MCALLEN A.A. 35,26.59697,-98.26779
Gulf Coast,DIXIE MORTG. HOPKINS GU4,26.47248,-98.41768
Gulf Coast,HAMMAN RANCH 13,26.44412,-98.31518
Gulf Coast,HAMMAN RANCH 28,26.47442,-98.3112
Gulf Coast,GUERRA 8,26.55248,-98.22454
Gulf Coast,MCALLEN A.A. 34,26.59554,-98.2803
Gulf Coast,MCALLEN A.A. 63,26.61117,-98.27598
Gulf Coast,GIBSON 1,31.47072,-96.28255
Gulf Coast,C. C. FAVORS ESTATE R-1,31.39975,-96.49416
Gulf Coast,CONNELL 1,31.32907,-96.44368
Gulf Coast,W. C. GRACE ETUX 1,31.12369,-96.48061
Gulf Coast,"SO. MARSH ISLAND, BLOCK 217, 60",29.44158,-92.0581
Gulf Coast,"SO. MARSH ISLAND, BLOCK 218, 79",29.4484,-92.07836
Gulf Coast,"SO. MARSH ISLAND, BLOCK 218, 85",29.43199,-92.07171
Gulf Coast,"SO. MARSH ISLAND, BLOCK 217, 2",29.44497,-92.05902
Gulf Coast,"SO. MARSH ISLAND, BLOCK 217, 25",29.45325,-92.05673
Gulf Coast,"SO. MARSH ISLAND, BLOCK 217, 114",29.44421,-92.0666
Gulf Coast,"STATE LEASE 340, 3",29.45712,-91.90432
Gulf Coast,"STATE LEASE 340, 3-D",29.45712,-91.90432
Gulf Coast,"STATE LEASE 340, 12",29.4702,-91.92067
Gulf Coast,"STATE LEASE 340, 30",29.39669,-91.6255
Gulf Coast,"STATE LEASE 340, 41",29.4521,-91.91201
Gulf Coast,"STATE LEASE 340, 54",29.4483,-91.92875
Gulf Coast,"STATE LEASE 340, 66",29.454,-91.925
Gulf Coast,"STATE LEASE 340, 69",29.4623,-91.9234
Gulf Coast,"STATE LEASE 340, 80D",29.4499,-91.9254
Gulf Coast,"STATE LEASE 340, 84",29.4723,-91.9559
Gulf Coast,"STATE LEASE 340, 91",29.4472,-91.9173
Gulf Coast,"STATE LEASE 340, 98",29.4619,-91.9564
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, A-1",29.335,-92.013
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, A-4",29.335,-92.012
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, A-5",29.334,-92.012
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, A-6",29.334,-92.012
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, A-7",29.335,-92.013
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, 1",29.324,-92.009
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, 100",29.328,-91.982
Gulf Coast," TEXACO, SO. MARSH ISLAND, BLOCK 236, B-1",,
Gulf Coast," TEXACO, SO. MARSH ISLAND, BLOCK 236, B-111",,
Gulf Coast,"SO. MARSH ISLAND, BLOCK 236, C-3",29.35,-91.989
Gulf Coast,"WEST CAMERON, BLOCK 196, 1",29.30382,-93.33047
Gulf Coast,LIGHTHOUSE POINT 4,29.5253,-92.0041
Gulf Coast,SOUTH MARSH ISLAND 11 A-1,28.972,-92.009
Gulf Coast,SOUTH MARSH ISLAND 11 B-1,28.961,-91.983
Gulf Coast,SOUTH MARSH ISLAND 11 B-3D,28.962,-91.983
Gulf Coast,SOUTH MARSH ISLAND 11 33,28.965,-91.976
Gulf Coast,"VERMILION BLOCK 50, 4",29.45316,-92.18268
Gulf Coast,"VERMILION 50, 18",29.43784,-92.16907
Gulf Coast,"VERMILION 50, 19 + 1",29.43552,-92.18251
Gulf Coast,RABBIT ISLAND 108,29.43712,-91.59732
Gulf Coast,RABBIT ISLAND 183,29.46934,-91.58541
Gulf Coast,RABBIT ISLAND 171,29.46171,-91.62712
Gulf Coast,RABBIT ISLAND 95,29.43662,-91.58742
Gulf Coast,VERMILION B-53,29.69451,-91.93632
Gulf Coast,MOUND POINT 17,29.45104,-91.91916
Gulf Coast,TIGER SHOAL 62,29.44152,-92.0733
Gulf Coast,B-1,28.18041,-95.5888
Gulf Coast,D-2,28.17917,-95.58831
Gulf Coast,B-2,28.18023,-95.58783
Gulf Coast,A-5,28.2006,-95.62513
Gulf Coast,C-10,28.69741,-91.6225
Gulf Coast," TEXACO, VERMILION, BLOCK 380, A-6",28.05963,-92.27119
Gulf Coast," TEXACO, VERMILION, BLOCK 380, A-14",28.05967,-92.27119
Gulf Coast,"EUGENE ISLAND, BLOCK 338, A-5",28.20686,-91.68581
Gulf Coast,"EUGENE ISLAND, BLOCK 338, A-13",28.20684,-91.68585
Gulf Coast,"EUGENE ISLAND, BLOCK 339, B-6",28.20085,-91.65635
Gulf Coast,"EUGENE ISLAND, BLOCK 339, B-18",28.20089,-91.6563
Gulf Coast,"VERMILION, BLOCK 380, A-2",28.05962,-92.2712
Gulf Coast,"EUGENE ISLAND, BLOCK 338, A-17",28.20682,-91.68576
Gulf Coast,"EUGENE ISLAND, BLOCK 338, A-1",28.20677,-91.68592
Gulf Coast,"EUGENE ISLAND, BLOCK 338, A-2",28.21121,-91.68604
Gulf Coast,"EUGENE ISLAND, BL 338, A-13 (INJECT)",28.20684,-91.68585
Gulf Coast,"EUGENE ISLAND, BLOCK 313, B-4",28.25739,-91.79371
Gulf Coast,"EUGENE ISLAND, BLOCK 313, B-2",28.25745,-91.79373
Gulf Coast,"EUGENE ISLAND, BLOCK 313, B-14",28.25742,-91.79369
Gulf Coast,"EUGENE ISLAND, BLOCK 313, B-19",28.2575,-91.79368
Gulf Coast,"EUGENE ISLAND, BLOCK 313, A-17 ",28.25761,-91.75928
Gulf Coast,"EUGENE ISLAND, BLOCK 313, A-13",28.25753,-91.75929
Gulf Coast,"EUGENE ISLAND, BLOCK 205, F-8",28.66194,-91.62409
Gulf Coast,B-10,28.69226,-91.64864
Gulf Coast,C-10,28.69741,-91.6225
Gulf Coast,"EUGENE ISLAND, BLOCK 260, B-5",28.46162,-91.47913
Gulf Coast,"HATTERS POND, 33-16 ",30.9126,-88.07625
Gulf Coast,"HATTERS POND, 9-16 ",30.88223,-88.07522
Gulf Coast,MCALLEN RANCH 6,26.59721,-98.26864
Gulf Coast,MCALLEN RANCH 8,26.61124,-98.26694
Gulf Coast,MCALLEN RANCH 9,26.59704,-98.26007
Gulf Coast,MCALLEN RANCH 19,26.58931,-98.25962
Gulf Coast,MCALLEN RANCH 22,26.59307,-98.24842
Gulf Coast,MCALLEN RANCH 24,26.58976,-98.24821
Gulf Coast," SUN, SULLIVAN",,
Gulf Coast,A T CANALES 52,27.32603,-98.02715
Gulf Coast,A T CANALES 59,27.31743,-98.02256
Gulf Coast,MONTE CHRISTO F I JOHNSON 26,26.44929,-98.31884
Gulf Coast," HAMMAN, B-5",26.45207,-98.28395
Gulf Coast, HAMMAN B-19,26.44562,-98.28245
Gulf Coast,SHERIDAN 41 C ZONE AKA PLOW REALTY 41,29.46576,-96.62492
Gulf Coast,SHERIDAN 46L E ZONE,29.46902,-96.61139
Gulf Coast, SUPERIOR ALTAIR TATDIT 6 + PRYOR 7,,
Gulf Coast,CHERSTERVILLE 1U,29.60063,-96.23832
Gulf Coast,CHERSTERVILLE 5,29.58748,-96.25555
Gulf Coast,CHESTERVILLE 2,29.58756,-96.233
Gulf Coast,CHESTERVILLE 10,29.59398,-96.23842
Gulf Coast,NEUHAUS UNIT 2,29.41946,-96.96688
Gulf Coast,LANIK 1,29.4007,-96.97625
Gulf Coast,KULAWICK 2,28.95206,-97.44447
Gulf Coast,FELLER 2,28.95604,-97.4392
Gulf Coast,KULAWICK 1,28.95267,-97.44055
Gulf Coast,GERBERT 2,28.96806,-97.49921
Gulf Coast,NORDHEIM 11,28.8711,-97.60312
Gulf Coast,G.W. ALLEN 8,28.83808,-97.51521
Gulf Coast,PETTUS 6,28.76833,-97.55012
Gulf Coast,PETTUS 32,28.76887,-97.54321
Gulf Coast,FRIAR 6,29.02672,-97.08038
Gulf Coast,FRIAR 7,29.02249,-97.08101
Gulf Coast,FRIAR 1,29.02894,-97.07831
Gulf Coast,WHITE S LT,29.64953,-96.82122
Gulf Coast, SUPERIOR WARD N ANNE BROWN 2,29.42571,-96.96742
Gulf Coast,ANNE BROWN 1 UT,29.42287,-96.96323
Gulf Coast,PETTUS 19,28.76673,-97.54684
Gulf Coast,C KUESTER 9,29.03581,-97.0688
Gulf Coast,FRIAR 5,29.02528,-97.08332
Gulf Coast,HUBBERD 2,27.8177,-98.55137
Gulf Coast, R. KONARIK 1,29.4908,-97.02645
Gulf Coast,C.Y. JACOBS 4+5,29.05891,-97.00522
Gulf Coast,RESPONDEK 1,29.01572,-97.52658
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,C O P Tract 285 1001h,41.37,-77.56
Appalachian,Punxsutawney Hunting Club 7h,41.17,-78.45
Appalachian,"Aikens #5 Well, Wpa# 15967",40.5,-79.56
Appalachian,"Kuhns #2 Well, Wpa# 15907",40.51,-79.55
Appalachian,"Weister #2, Wpa# 15989",40.5,-79.57
Appalachian,"Glasser #4 Well, Wpa# 15757",40.75,-79.04
Appalachian,"Bowman #4 Well, Wpa# 15903",,
Appalachian,Pge 1941 Day 14,,
Appalachian,C.k. Doriat,40.93,-81.4
Appalachian,Schall,39.42,-82.24
Appalachian,E. Brown,39.79,-82.34
Appalachian,Witt,39.98,-82.08
Appalachian,Leah Clever,40.58,-82.36
Appalachian,Archic Peterson No. 1,39.79,-83.87
Appalachian,John Heimhofer No. 1,41.11,-83.65
Appalachian,Charles Heininger No. 1,41.02,-83.45
Appalachian,Bessie And Floyd Sims No. 1,39.69,-82.06
Appalachian,W. D. Williams No. 5,41.02,-83.93
Appalachian,Mary Crum No. 1,41.13,-83.13
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
Appalachian,,,
